AGENCY_NAME,STOP_RATE_PER_1000,STOP_RATE_TRAFFIC_PER_1000,SEARCH_RATE_PER_100_STOPS,SEARCH_RATE_CONSENT_PER_100_STOPS,SEARCH_RATE_PER_100_TRAFFIC_STOPS,CONTRABAND_RATE_PER_100_SEARCHES,CONTRABAND_RATE_PER_100_TRAFFIC_SEARCHES,SEARCH_NO_GUN_PERCENT,ARREST_RATE_PER_100_STOPS,FORCE_RATE_PER_100_STOPS
"CHP-HQ A/C, STAFF",22.83346191532617,22.489331914744408,1.0862949369134167,0.0069671508513955115,0.9663544386871885,13.691430607518262,13.05408702724685,98.62818457153037,65.65233336655632,0.06057550601352208
LAPD,83.9819833887383,60.240705398672524,25.546437131884485,3.663408389543812,15.10457427029892,20.963841413789094,16.758045945501397,98.08975700499943,46.38099566058079,1.1684651049509773
LOS ANGELES CO SD,13.520557957165257,9.44445137121326,20.685768653712447,3.357119332528269,11.815429104282137,24.557741296348713,22.66560255387071,98.48216812906878,12.915431624400775,1.5962235152047426
RIVERSIDE CO SO,18.89807312265552,14.898076519680238,8.578811369509044,1.1751488596786879,2.0179563916203507,18.93661602933473,19.63276836158192,98.92613933996857,57.40029210201101,0.647118301314459
SAN BERNARDINO CO SO,29.432590678948905,17.619105986177765,23.799913507279804,3.163391155318501,10.29057633649061,23.702806379971733,21.346853874154966,97.82623325930413,26.124004933288486,0
SAN DIEGO CO SO,12.338347547633512,7.695060245183354,18.447488584474886,3.2605207947673702,5.259616906759538,23.013112122023013,24.680210684725356,99.22397645169923,40.38010613353079,0.9749475502900161
SAN DIEGO PD,63.34532425044966,28.605418572703197,18.762506288077805,0.9736739142585658,7.396771957619566,22.15204957102002,23.25970548862115,99.18970448045758,32.47331060309653,1.6332234084176402
SAN FRANCISCO PD - DOC,64.3724516170998,37.58797020624427,18.68496161959971,0.5336027938804092,7.802538101888397,33.0550284629981,28.83268482490272,98.00759013282733,32.2679005123296,1.8738144622312043
