AGENCY_NAME,Offense.Description,Offense.Level,TOTAL,WHITE_ARRESTS_COUNT,BLACK_ARRESTS_COUNT,HISPANIC_ARRESTS_COUNT,ASIAN_ARRESTS_COUNT,MULTIRACIAL_ARRESTS_COUNT,NATIVEAM_ARRESTS_COUNT,PACISL_ARRESTS_COUNT,Hispanic,White,Black,Native American,Asian,Pacific Islander,Multiracial,Total,WHITE_ARRESTS_PROP,WHITE_ARRESTS_PROP_POP,WHITE_ARREST_PERCENT_DIFF,BLACK_ARRESTS_PROP,BLACK_ARRESTS_PROP_POP,BLACK_ARREST_PERCENT_DIFF,HISPANIC_ARRESTS_PROP,HISPANIC_ARRESTS_PROP_POP,HISPANIC_ARREST_PERCENT_DIFF,ASIAN_ARRESTS_PROP,ASIAN_ARRESTS_PROP_POP,ASIAN_ARREST_PERCENT_DIFF,MULTIRACIAL_ARRESTS_PROP,MULTIRACIAL_ARRESTS_PROP_POP,MULTIRACIAL_ARREST_PERCENT_DIFF,NATIVE_ARRESTS_PROP,NATIVE_ARRESTS_PROP_POP,NATIVE_ARREST_PERCENT_DIFF,PACISL_ARRESTS_PROP,PACISL_ARRESTS_PROP_POP,PACISL_ARREST_PERCENT_DIFF
SAN FRANCISCO PD - DOC,VANDALISM,M,126,50,40,22,6,2,0,6,135464,356013,42977,1212,303480,3612,33533,876291,39.682539682539684,40.62725738367734,-2.325329746519417,31.746031746031743,4.904421019957982,547.2941783922075,17.46031746031746,15.458791657109339,12.947491936005479,4.761904761904762,34.632331040715925,-86.25011768250202,1.5873015873015872,3.8266968392919702,-58.52032042352027,0,0.13831021886565079,-100,4.761904761904762,0.412191840381791,1055.2641987027368
SAN FRANCISCO PD - DOC,ADW/FORCE:POSSIBLE GBI,M,117,22,57,20,16,1,0,1,135464,356013,42977,1212,303480,3612,33533,876291,18.803418803418804,40.62725738367734,-53.717233172196885,48.717948717948715,4.904421019957982,893.347604532657,17.094017094017094,15.458791657109339,10.577964133152227,13.675213675213676,34.632331040715925,-60.51315847282632,0.8547008547008548,3.8266968392919702,-77.66478792035706,0,0.13831021886565079,-100,0.8547008547008548,0.412191840381791,107.35511258767072
SAN FRANCISCO PD - DOC,TAKE VEH W/O OWNER CONSNT,M,109,32,53,18,2,3,0,1,135464,356013,42977,1212,303480,3612,33533,876291,29.357798165137616,40.62725738367734,-27.738665970269043,48.62385321100918,4.904421019957982,891.4290191062299,16.51376146788991,15.458791657109339,6.824400213036067,1.834862385321101,34.632331040715925,-94.70188020793655,2.7522935779816518,3.8266968392919702,-28.076518899498414,0,0.13831021886565079,-100,0.9174311926605505,0.412191840381791,122.57383644731628
SAN FRANCISCO PD - DOC,THRTN CRIME:INT:TERRORIZE,M,103,28,46,16,11,1,0,1,135464,356013,42977,1212,303480,3612,33533,876291,27.184466019417474,40.62725738367734,-33.08810938751855,44.66019417475729,4.904421019957982,810.6109363983581,15.53398058252427,15.458791657109339,0.4863829404179372,10.679611650485436,34.632331040715925,-69.16288528794145,0.9708737864077669,3.8266968392919702,-74.62893385127938,0,0.13831021886565079,-100,0.9708737864077669,0.412191840381791,135.53930264813079
SAN FRANCISCO PD - DOC,REC KNWN STOLN PROP,M,102,25,55,17,5,0,0,0,135464,356013,42977,1212,303480,3612,33533,876291,24.509803921568626,40.62725738367734,-39.67152719637965,53.92156862745098,4.904421019957982,999.4482000632349,16.666666666666664,15.458791657109339,7.8135150298234075,4.901960784313726,34.632331040715925,-85.8457093790462,0,3.8266968392919702,-100,0,0.13831021886565079,-100,0,0.412191840381791,-100
SAN FRANCISCO PD - DOC,POSSESS BURGLARY TOOLS,M,94,34,45,11,4,0,0,0,135464,356013,42977,1212,303480,3612,33533,876291,36.17021276595745,40.62725738367734,-10.97057715618918,47.87234042553192,4.904421019957982,876.1058487988876,11.702127659574469,15.458791657109339,-24.301149021613337,4.25531914893617,34.632331040715925,-87.71287112053372,0,3.8266968392919702,-100,0,0.13831021886565079,-100,0,0.412191840381791,-100
SAN FRANCISCO PD - DOC,BATTERY:SPOUSE/ETC,M,93,23,26,25,13,3,0,3,135464,356013,42977,1212,303480,3612,33533,876291,24.731182795698924,40.62725738367734,-39.1266248613792,27.956989247311824,4.904421019957982,470.03648613249237,26.881720430107524,15.458791657109339,73.89276617713453,13.978494623655912,34.632331040715925,-59.63744222928013,3.225806451612903,3.8266968392919702,-15.702586667154073,0,0.13831021886565079,-100,3.225806451612903,0.412191840381791,682.5983281534668
SAN FRANCISCO PD - DOC,BATTERY ON PERSON,M,80,24,30,16,7,2,0,1,135464,356013,42977,1212,303480,3612,33533,876291,30,40.62725738367734,-26.15794928836868,37.5,4.904421019957982,664.6162482257952,20,15.458791657109339,29.37621803578811,8.75,34.632331040715925,-74.73459124159747,2.5,3.8266968392919702,-34.66950466704441,0,0.13831021886565079,-100,1.25,0.412191840381791,203.25685215946842
SAN FRANCISCO PD - DOC,POSS UNLAW PARAPHERNALIA,M,78,24,32,17,4,0,0,1,135464,356013,42977,1212,303480,3612,33533,876291,30.76923076923077,40.62725738367734,-24.264563372685824,41.02564102564102,4.904421019957982,736.5032459222374,21.794871794871796,15.458791657109339,40.9869042697691,5.128205128205128,34.632331040715925,-85.19243442730988,0,3.8266968392919702,-100,0,0.13831021886565079,-100,1.282051282051282,0.412191840381791,211.03266888150603
SAN FRANCISCO PD - DOC,VIO ORD:PREVNT DOMES VIOL,M,55,15,18,14,4,3,0,1,135464,356013,42977,1212,303480,3612,33533,876291,27.27272727272727,40.62725738367734,-32.87086298942608,32.72727272727273,4.904421019957982,567.3014529970576,25.454545454545453,15.458791657109339,64.66064113645758,7.2727272727272725,34.632331040715925,-79.00017973327581,5.454545454545454,3.8266968392919702,42.53926254463038,0,0.13831021886565079,-100,1.8181818181818181,0.412191840381791,341.10087586831764
SAN FRANCISCO PD - DOC,PROB VIOL:REAREST/REVOKE,X,85,26,41,11,2,2,0,3,135464,356013,42977,1212,303480,3612,33533,876291,30.58823529411765,40.62725738367734,-24.710065941081787,48.23529411764706,4.904421019957982,883.5063898747484,12.941176470588237,15.458791657109339,-16.28597656507827,2.3529411764705883,34.632331040715925,-93.20594050194218,2.3529411764705883,3.8266968392919702,-38.51247498074767,0,0.13831021886565079,-100,3.5294117647058822,0.412191840381791,756.2546413914403
